"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26"
-1.4130694e+000,-1.0083490e+000,-6.3352272e-001,-5.0550924e-001,-6.9974751e-001,1.0439845e+000,1.1689034e-001,-1.3112712e+000,-7.8976191e-001,1.7401793e+000,2.3546128e-001,1.7269588e+000,1.5855709e+000,5.7503347e-001,5.4120174e-001,-8.4756582e-001,-3.1690770e-001,-1.3416563e+000,1.4616554e+000,-1.2176960e+000,1.2668156e+000,8.4330076e-001,1.4773565e+000,9.8761096e-002,9.7201045e-001,-1.2663484e-001
1.6245133e+000,1.0652178e+000,-8.8565349e-001,-1.1861973e+000,-5.1661597e-001,-1.0186344e+000,-2.8096171e-001,7.8850397e-001,1.2635124e+000,-7.4394151e-001,1.6769999e+000,1.6362660e-003,-8.8642543e-001,8.8409604e-002,2.7529510e-001,-1.8288038e+000,2.3405476e-001,-9.0339809e-001,7.7916820e-001,-7.6206790e-001,7.6596933e-001,5.1539694e-001,-4.8241964e-001,-6.0995481e-001,-1.1962544e+000,-4.6566277e-001
-1.1128391e+000,-1.0590534e+000,-1.8589478e-001,1.5711955e+000,-4.1469584e-001,-1.6265266e+000,-7.5241951e-001,-1.4233499e+000,-8.1328517e-001,-1.5844482e-001,-3.1693647e-001,-8.0947215e-001,1.5133116e+000,9.6010655e-001,-9.3169988e-001,-1.7790717e+000,6.5103335e-001,-2.3953037e-001,7.3029326e-001,8.3155513e-001,-1.0996860e+000,-1.4922858e+000,-4.7473480e-002,-1.2809705e-001,1.5013624e-001,6.5656526e-001
6.5644249e-001,1.1531957e+000,1.1974889e+000,1.9285484e-001,7.8652295e-001,1.3327816e-002,4.0062951e-001,-1.4909083e-001,-8.8024849e-001,-1.4226756e+000,-1.2577132e+000,6.8141236e-001,-8.6681066e-001,1.2202467e+000,-8.4154352e-001,3.1188794e-001,1.1859882e+000,-1.6768906e-002,-1.2281613e+000,-3.7092945e-001,1.4379509e+000,1.8870503e+000,-1.3675742e+000,1.7506175e-001,1.5984921e+000,-1.5878749e+000
1.1586512e+000,1.6460668e+000,-8.6090720e-001,-7.4124642e-001,-5.3469476e-001,-1.3825064e-001,1.6574923e-002,9.3908307e-002,5.5828183e-001,1.0272992e+000,-3.0830068e-002,4.3487518e-001,-7.3713680e-001,-8.4441526e-001,-9.3505281e-001,8.6997726e-001,-1.4423936e+000,-1.0864403e+000,-6.7273236e-001,1.3388076e+000,-9.6841702e-001,-1.0526064e+000,5.5836634e-001,-9.2859693e-002,1.5163705e+000,3.7278233e-001
-1.2617004e+000,-1.0337198e+000,-7.6961111e-001,1.7034737e+000,-6.0531266e-001,-1.3310992e-001,-6.8155347e-001,4.7912171e-001,-2.1761783e-001,-1.1585925e-001,4.4079596e-001,-1.5629131e+000,6.3129027e-001,6.7678881e-001,6.9807524e-001,-1.0508142e+000,-1.1826173e+000,-2.8251081e-001,-1.0991559e-001,8.5013093e-001,-1.1614048e+000,-5.4586378e-001,-1.7240238e-001,-1.6808112e+000,1.2474718e+000,7.9461849e-001
3.1612653e-001,-1.8903618e-001,-2.6181538e-001,5.5190558e-001,-6.0886904e-001,3.1038539e-002,-1.1013016e+000,-7.2833004e-001,8.5105957e-002,-1.0418027e+000,1.4884010e-001,1.6473411e+000,-1.0618652e-001,1.4533442e+000,6.8207470e-001,-1.4931705e+000,-6.1379735e-001,-3.4336125e-001,1.0837379e+000,1.6642582e+000,1.5438730e-001,3.3443907e-001,1.2228967e+000,-9.5694163e-001,-1.7418227e+000,6.3875516e-001
-1.8524728e+000,-1.0697099e+000,-1.1503155e+000,1.6786647e+000,-7.1739547e-001,5.4258671e-001,1.7964069e+000,8.0697036e-001,-6.0557105e-001,-2.9887412e-001,1.5153809e-001,1.2965037e+000,6.3066390e-002,1.0717542e+000,-1.1964501e+000,1.4623344e+000,1.9100441e-001,-3.8677970e-001,-7.2050622e-001,-7.1600872e-001,9.4174378e-001,-9.2768879e-001,-6.1850467e-001,-5.8347601e-001,-1.0495648e+000,6.9001639e-001
-8.2191424e-001,-1.5361658e+000,-1.2677511e+000,8.9062192e-002,-1.0380155e+000,4.8418396e-001,-1.5232767e+000,3.2545329e-001,1.0713648e+000,-1.5819600e+000,6.5924700e-002,1.2977925e+000,8.9021814e-001,-4.3783233e-001,6.8831022e-001,1.4209012e+000,1.4981584e+000,6.8162132e-001,-1.0632347e+000,-1.6243056e-001,-9.1611996e-001,1.7348589e-001,4.1062737e-001,4.9857752e-001,-7.9036029e-001,-3.1807524e-001
-1.8188431e+000,-1.3302513e+000,-1.4680466e+000,-1.2379614e+000,-7.6027808e-001,-3.8769558e-001,4.7729783e-001,1.2221244e+000,1.2398918e+000,1.1387518e+000,9.6852209e-001,7.2235615e-001,-1.6747630e+000,1.3020045e+000,1.2646289e+000,1.9693423e-001,-1.5741255e+000,-9.8844207e-001,2.3702686e-001,-6.3744121e-001,8.2866040e-001,2.8582640e-001,-1.2731647e+000,-1.6623816e+000,-1.7745968e+000,-4.9204081e-001
1.5443747e+000,1.5413324e+000,1.7152250e+000,-9.7306094e-003,2.0399280e+000,9.7990819e-001,-7.9004605e-001,5.6786009e-001,6.0827851e-001,-8.4223422e-001,-1.0272144e+000,1.0683685e+000,-7.4364132e-001,1.7789220e+000,-2.1289964e-002,-1.6988890e-001,1.3787531e-001,1.1062621e+000,-1.0827147e+000,-7.2286863e-001,3.2513342e-001,-6.4023472e-002,1.0085717e+000,1.6794831e+000,6.3265903e-001,1.5231971e+000
1.6049582e+000,1.4079847e+000,1.7339810e-001,-5.5569887e-001,1.5633721e-001,1.2324161e+000,5.3667831e-001,1.1607842e+000,2.5807478e-001,7.7748849e-001,-1.5397198e+000,5.3735561e-001,-1.7935735e+000,7.2387883e-001,9.6461624e-001,-3.2503184e-002,-1.5330178e+000,-1.1835177e+000,-1.1700420e+000,-1.1430936e+000,1.0844907e+000,-2.9908588e-001,-1.4286151e+000,6.5866003e-001,-9.9006218e-001,3.2930905e-001
3.8553437e-004,-1.0955531e-001,-7.2909707e-001,-1.2068997e+000,-7.9546599e-001,-1.2642788e-001,3.0770730e-002,9.6592979e-001,9.0980278e-001,-9.2837048e-001,5.2498828e-001,1.5448143e+000,9.2528831e-001,1.0723463e+000,-1.8400193e+000,-1.3465118e-001,3.5312638e-001,-4.4265255e-001,1.5289104e+000,-6.6235561e-001,-9.6505646e-001,5.3004456e-002,-5.8156081e-001,1.6380110e+000,1.0485573e+000,8.4995437e-002
7.1319820e-001,1.4103270e+000,1.9140173e+000,1.3436125e+000,1.8687785e+000,-9.8136765e-002,-3.1005214e-001,1.3770714e+000,-1.4862567e+000,1.0066122e+000,1.5656661e+000,8.2189924e-001,8.6703054e-001,3.0888094e-001,-1.0556030e+000,8.1624329e-001,-2.8556574e-001,-9.0878863e-001,1.1856856e+000,-2.5774046e-001,3.8424903e-001,1.4884927e+000,-8.6946575e-001,1.1931807e+000,-2.6876697e-001,-4.8730788e-001
1.1425451e+000,6.1040636e-001,2.2331438e+000,1.3589478e+000,2.6381516e+000,3.6521792e-001,1.2183307e+000,-1.2977948e+000,-1.2821603e-002,1.1454770e+000,1.4587737e+000,-4.6582690e-001,1.7685937e+000,-1.4748767e+000,3.0971399e-001,-5.2547577e-001,-3.0467535e-001,-1.2381799e+000,-6.5387306e-001,-1.3137690e+000,1.7065646e+000,-1.1451754e+000,5.1509023e-001,-5.5886968e-001,-7.1877353e-001,-7.7596179e-001
4.5948350e-001,1.2542404e+000,7.2106534e-001,-1.5297815e-002,3.7455565e-001,-1.1336976e+000,-1.1543002e+000,-8.2590051e-001,-1.2033211e-001,-5.4469577e-001,-6.8988994e-001,-1.1392914e+000,1.2447976e+000,4.2431956e-001,1.0092675e+000,9.2317165e-001,1.6575145e+000,-9.9427855e-001,1.1608669e+000,-1.0591118e-001,4.4137869e-002,-8.8922212e-001,6.5821348e-001,6.3411102e-001,-1.2747506e+000,-2.1360698e+000
1.2976134e+000,1.4772501e+000,2.4827593e+000,8.0684670e-001,2.9589227e+000,-2.1587892e-001,-8.2041330e-001,7.0559127e-001,3.9181407e-001,-2.7947501e-001,7.4317586e-001,-1.3812028e+000,8.8030117e-001,3.0799668e-001,8.0530447e-001,1.4780187e+000,-1.2942680e+000,1.6018735e+000,1.1024848e+000,6.3719682e-001,8.0907506e-001,-4.4923965e-001,-1.4044593e+000,-1.5829110e+000,-1.2436304e-001,2.1931197e+000
1.3180184e+000,1.3128018e+000,9.6908666e-001,2.0305885e-001,1.6607390e+000,1.1921352e+000,-7.2708428e-001,1.5404112e-001,1.5212759e+000,-4.2861932e-001,-5.0638240e-001,1.0464639e+000,1.4260612e+000,-8.8392986e-001,-5.3675924e-001,-1.0724498e-001,6.3121847e-001,1.3522142e+000,1.5241249e+000,2.1163330e-001,-2.3329826e-001,-1.2450064e+000,-8.2439672e-001,1.0165074e+000,-4.5594498e-001,5.9644087e-001
9.2600564e-001,1.6846363e+000,1.5012346e+000,4.2537376e-001,1.5948818e+000,1.1035034e+000,1.1530276e+000,1.2029439e+000,9.0966954e-001,8.4427311e-001,-7.5218308e-002,-7.0603825e-001,-5.1626836e-001,6.2293262e-001,1.0959890e+000,1.5568317e+000,-5.3764511e-001,8.4888702e-001,-3.4603532e-002,1.4466379e+000,-1.4102857e+000,-2.3097360e-001,1.4598399e+000,1.0630938e+000,1.7130249e+000,7.1139647e-001
3.4780278e-001,-4.8771106e-002,-1.1088350e+000,-1.1080987e+000,-1.0673428e+000,-1.7117721e+000,9.8221135e-001,-3.5132337e-001,1.5759313e+000,1.1694972e+000,-4.5074689e-001,-1.2131215e+000,-8.4726875e-001,5.1743761e-001,1.3748712e+000,-1.3728798e+000,1.2179341e+000,2.2332410e-001,-1.5864857e-002,8.7818278e-001,1.2655359e+000,1.0416753e+000,-3.6116910e-002,7.5025542e-001,-7.9958435e-001,-6.5401655e-002
-7.3779694e-001,-6.3335643e-001,-6.5712994e-001,-8.1261407e-001,-5.4111944e-001,8.0238675e-001,1.1142454e+000,-1.4589715e+000,-8.5746858e-001,1.1731986e+000,-8.4429551e-001,1.2821160e-001,8.1072595e-001,-9.3613483e-001,1.3724407e+000,-1.2988565e+000,-1.3847656e+000,-5.3264124e-001,8.0680884e-001,4.8005653e-001,-1.0682093e+000,1.5384029e+000,1.2903471e+000,9.8105733e-001,1.7700194e-001,3.7689886e-001
3.2335911e-001,-4.2516647e-001,5.0370034e-001,1.4860621e+000,1.2375715e-001,-5.8967441e-003,8.0145698e-001,-1.2633851e+000,-1.8439776e-001,1.0738626e+000,1.0704231e+000,1.2614868e+000,-1.0305448e+000,-1.4558359e-001,-1.6126767e+000,-1.6355623e+000,-5.4420047e-001,5.7947835e-002,-1.4036674e+000,-8.3060791e-001,-5.9612545e-001,-2.9296501e-001,-5.8310566e-001,1.3403863e+000,1.1039356e+000,1.4872262e+000
1.3452486e-001,1.3231415e-001,-8.8278527e-001,-6.2806840e-001,-8.8620718e-001,-4.1034715e-001,-6.9760912e-002,-6.8332223e-001,6.1655268e-001,1.8907512e-001,-1.1286512e+000,-4.1389651e-001,-8.1073197e-001,-1.1571832e+000,4.0238543e-001,1.2763323e+000,1.2985525e+000,-1.3453713e+000,-3.4184636e-001,-2.0076838e-001,-2.8929639e-001,-1.7144236e-001,-3.7838340e-001,7.4881172e-001,1.1041178e+000,1.6394615e-001
5.0163236e-001,4.4785529e-001,1.2643618e+000,1.7298745e+000,1.2579378e+000,4.8115118e-001,1.4519538e+000,-1.3769915e+000,5.0056424e-001,-1.4985039e+000,1.1761438e+000,9.2768469e-001,4.9866974e-001,-4.9923852e-001,7.1040858e-001,-1.3390993e+000,3.0287855e-001,-5.2400144e-001,-7.6839203e-001,-3.0100500e-001,1.1369930e+000,6.3950317e-001,2.4846483e-001,1.6648132e+000,8.1495461e-001,-5.4924044e-002
-1.2683911e+000,-1.1223082e+000,-9.1962896e-001,-9.3330728e-001,-8.7980665e-001,-1.8297265e+000,-1.6997221e+000,1.2093006e+000,-4.0133477e-001,5.5387848e-001,9.4452514e-001,6.6083698e-001,-9.1490965e-001,-5.7552552e-001,-1.3829854e+000,1.1913134e+000,-2.4485340e-001,9.7898310e-001,4.3696065e-001,-1.3682228e+000,1.2032248e+000,-8.5770960e-001,1.5764540e+000,1.3629530e+000,9.3774176e-001,-5.3308737e-001
9.0696781e-002,-5.3327450e-001,-5.8283960e-001,-1.0190271e+000,-7.2593799e-001,1.1339563e+000,-1.0690948e+000,-9.5521303e-001,-1.3495355e+000,-7.1386518e-001,-2.5297038e-001,-1.3746466e+000,-1.7621808e-001,1.1705650e-002,-1.2320293e+000,5.1273033e-001,-1.9216074e-001,-8.8420355e-001,1.9614834e+000,4.5926881e-002,1.2464141e+000,-8.5764458e-001,-1.9546786e-001,-1.5809039e+000,1.3287097e+000,5.7931622e-001
-1.4126559e+000,-1.3746775e+000,-1.2154547e+000,-3.9755164e-001,-1.0167778e+000,1.2892741e+000,-4.3928887e-002,1.4990782e+000,-8.5408174e-001,-1.4362307e+000,-1.3975967e+000,-1.2139100e+000,-6.2590801e-001,1.2286116e+000,-2.7975801e-001,3.3955104e-002,-1.3731895e+000,-2.1857076e-001,-5.4966937e-001,1.0352458e+000,-7.5350977e-001,-1.1685466e+000,-9.4942007e-001,6.5270104e-001,-1.6397158e+000,-5.0264568e-001
3.7947527e-002,-5.5147951e-001,7.0260385e-001,1.6592016e+000,2.5703547e-001,-8.0333006e-001,4.2504669e-001,-1.3977202e+000,-1.1748304e+000,9.1312899e-001,-5.5107998e-001,-5.2213529e-001,-4.8276199e-001,-1.2451798e+000,3.2451895e-001,-6.6647126e-001,5.5215378e-001,-7.9457204e-001,9.0350787e-003,-8.2921213e-001,-3.2005171e-001,1.7609806e+000,8.1271566e-001,6.1915613e-001,-3.8293870e-001,1.7177242e+000
-1.9653004e+000,-1.4798923e+000,-8.2821062e-001,1.0657849e+000,-1.0949568e+000,-1.1129701e+000,-1.4775739e+000,1.5953395e+000,-1.2918397e+000,-7.7344369e-001,5.3818694e-001,4.5791037e-001,-1.1178490e+000,2.9155126e-001,-1.1551988e+000,9.0862837e-001,-1.2936243e+000,7.7695426e-001,6.6319473e-001,4.8493696e-001,1.4738365e+000,6.1470327e-001,2.9376731e-001,1.5572482e+000,-1.1900159e+000,1.0349857e-001
1.6145736e+000,1.6204246e+000,-4.9413553e-001,-8.7846711e-001,-1.0410316e-001,7.7754680e-001,-1.0731947e+000,-1.1376825e-001,1.3096558e+000,1.5688030e+000,-1.3212043e+000,2.1017944e-001,3.2920428e-001,8.1859103e-001,1.3700234e+000,7.6898898e-001,-9.1368564e-001,-1.1181681e+000,1.8666067e+000,-1.3658873e+000,-1.1303361e+000,-1.2004802e+000,-1.3607476e+000,-5.6537834e-001,1.5446923e+000,7.8042711e-001
-9.8782166e-001,-1.3886565e+000,-5.9543277e-001,-1.1006787e+000,-5.3520419e-001,-1.5296107e+000,-1.0640168e+000,1.1992821e+000,8.4849289e-001,1.1826076e+000,-1.0019106e+000,2.5797596e-001,-1.2919318e+000,1.4327043e+000,-9.5874024e-001,-5.1254666e-001,1.3691607e+000,5.0356003e-001,-1.0146713e+000,1.0986100e-002,-8.7383317e-001,1.2352312e+000,1.4384049e-001,4.6941586e-001,8.1904907e-001,-8.6369603e-001
6.1495226e-001,1.7471228e-001,1.4406729e-001,1.8814368e-001,-8.3412820e-002,4.0061188e-001,-1.0006348e+000,-1.1701571e+000,1.5171709e+000,5.5378273e-001,4.9031194e-001,5.2883227e-001,1.0063024e-001,4.6395842e-001,-1.3271010e+000,-1.0504175e+000,1.7550334e-001,7.3666562e-001,-1.3012668e+000,-1.0652737e+000,1.2876781e+000,-1.8076591e-001,-7.0237916e-001,-1.5454840e-001,6.9756991e-001,-7.5195620e-001
-6.8930613e-001,-7.8409338e-001,-6.1443752e-001,-5.1779962e-002,-6.5900379e-001,-5.0029280e-001,-3.4711905e-001,-6.8692110e-001,9.2380157e-001,-2.8914595e-001,-8.7447405e-001,1.2816857e+000,1.1881889e+000,-4.4307638e-001,1.1874847e+000,-4.1198470e-002,7.3476956e-001,-1.0731064e+000,4.8300207e-001,-1.6237634e-001,-1.4061861e+000,-9.4326063e-001,-8.6121416e-001,1.1830642e+000,-9.1798594e-001,4.1605928e-001
8.1671008e-002,4.7790397e-001,7.5963024e-001,-1.4517943e-001,4.5260744e-001,1.5193374e+000,-6.5446951e-001,4.6984984e-001,1.4123754e+000,7.7323675e-002,1.4070936e+000,1.5281105e+000,7.0291856e-001,8.4603503e-001,-4.1112585e-001,3.3246889e-001,3.3880669e-001,5.7676037e-001,9.1386934e-001,5.9067108e-001,2.1516688e-002,1.4507604e+000,1.4805318e+000,5.8550680e-001,1.3075156e-001,-2.7582429e-001
1.5195045e+000,1.1437080e+000,7.4719030e-001,7.8162258e-002,1.3019038e+000,-7.5747116e-001,1.4532880e+000,9.5737974e-001,-1.1987423e+000,-6.7090884e-001,-3.2394463e-001,1.1250668e-001,-3.6052406e-001,-1.2472179e-001,4.7268665e-001,-8.9507679e-001,1.2060914e+000,1.1656097e+000,6.5462626e-001,1.4225660e-001,9.6811537e-001,-8.0036496e-001,-1.2104452e+000,-3.8425845e-001,-5.7109604e-002,4.1861202e-001
6.0108690e-001,4.5526621e-001,9.2790424e-001,5.4496956e-001,7.5878707e-001,8.9754370e-001,8.8985046e-001,-1.0795242e+000,1.0364069e+000,-1.4869879e+000,1.0612093e+000,-1.6278144e+000,1.1113984e+000,7.8466051e-001,-1.8150716e+000,-4.5459145e-001,-1.3289621e+000,1.3147265e+000,-1.2929284e+000,-1.3894140e+000,-6.0510163e-001,-1.0410677e+000,-1.5637014e+000,-1.4532262e+000,-4.1649356e-001,-8.8758449e-001
-1.5097542e+000,-1.3709787e+000,-1.1977747e+000,-1.4903426e+000,-9.2925549e-001,7.5900222e-001,-1.1372951e+000,-1.2214830e-001,1.7056502e-002,5.5403926e-001,1.3713597e-001,6.4359346e-001,-5.7784567e-002,4.9367685e-001,-1.2182540e+000,3.0252214e-001,-8.2745110e-001,1.3615839e+000,1.0981154e+000,1.5478375e+000,-9.1219211e-001,-6.0798461e-001,8.9929939e-001,8.4996023e-001,5.9176170e-001,-9.2367583e-001
6.5962083e-001,1.7930181e-001,6.7124007e-001,1.0649357e+000,5.0541270e-001,-1.5618023e+000,6.5198637e-001,1.0094173e+000,-1.0113607e+000,-1.3717445e+000,-1.2413472e+000,-5.2646907e-001,-1.7109773e+000,3.5682400e-001,1.3118843e+000,2.6598678e-001,-3.5682665e-001,-9.7940305e-001,1.0219363e+000,-9.1548444e-001,1.6100823e+000,1.8504422e+000,1.0434167e+000,-9.0623563e-001,5.8340078e-001,-2.0375015e-001
-1.4803071e+000,-1.1922401e+000,-6.0649661e-001,-1.5285816e+000,-8.2513747e-001,1.1184921e+000,3.6776800e-001,1.9529134e+000,-4.9950504e-001,-1.1852255e+000,-1.4010265e+000,-5.5848602e-001,-5.9448378e-001,-1.7064076e+000,4.0737142e-001,1.4562584e+000,-1.5641234e+000,-6.6728865e-001,-1.3761478e+000,1.1864559e+000,1.0961666e+000,7.4312402e-001,-1.4145375e+000,-1.6188650e+000,1.2059066e+000,-9.9262090e-001
1.7058345e+000,1.4336312e+000,1.9676680e+000,7.4980128e-001,2.9026004e+000,-1.5754098e+000,-1.3806906e+000,-1.2343995e+000,-3.8702073e-001,-2.5656084e-001,1.0239300e+000,7.0581872e-001,-3.7227480e-004,7.4701546e-001,4.6720985e-001,-5.9476520e-001,1.7264789e+000,1.1963712e-001,-4.0042506e-001,1.6297518e+000,-8.3001900e-001,-1.0856946e+000,-1.8753893e-001,9.9307153e-001,1.3723969e+000,2.4451035e+000
2.1333083e-001,-2.5521903e-001,-1.9596583e-001,4.3941293e-001,-2.6216373e-001,-3.9231372e-001,9.9315040e-001,-1.0441651e+000,-1.5225520e+000,-9.5936773e-001,-1.1068960e+000,-8.2394448e-001,9.4494775e-001,-9.0342267e-001,1.6346601e-001,-1.2290750e+000,1.3270710e+000,9.5364292e-001,4.2675239e-001,4.6200448e-002,-1.3392992e+000,1.9291620e+000,4.2472869e-001,-8.8913553e-001,1.5289603e+000,9.1466580e-001
-8.2809243e-001,-8.0710140e-001,-7.5628254e-001,9.5032078e-001,-4.4322163e-001,6.2263344e-002,-3.9079094e-001,-1.0672331e+000,-5.7473022e-001,-1.2699401e+000,-1.1636813e+000,-5.7497079e-001,-9.4561787e-001,6.4958257e-001,8.7529773e-001,-4.5192421e-001,1.1518957e+000,-1.2284461e+000,-8.2658583e-001,1.4146913e+000,-5.2378890e-001,-1.4841288e+000,-1.3816380e+000,-8.8873595e-001,-4.7656177e-001,1.0550745e+000
7.2960055e-001,-4.4758701e-002,-5.2123204e-001,1.6063747e-001,-4.7745676e-001,1.5918789e-001,1.3382877e+000,-1.5645613e-001,-3.6608283e-001,5.2514716e-001,8.2186082e-001,1.2210073e+000,-5.0204776e-001,1.4638505e+000,1.2337312e+000,9.0566008e-001,7.1765404e-001,-6.5327061e-001,-2.9609442e-001,-1.5358843e+000,-8.8168215e-001,1.8123732e-001,-4.2215697e-001,-6.9900903e-001,-3.2766521e-001,2.9017385e-002
9.8549255e-001,5.9422300e-001,-3.6576025e-003,-2.8061700e-001,1.8634637e-001,-1.2327393e+000,1.2223933e+000,-7.8673812e-001,-1.2037208e+000,-4.4357388e-001,-8.5190831e-001,1.5534451e+000,-3.6902652e-001,1.5647545e+000,-6.2639011e-001,-1.5069449e-001,1.0517115e+000,1.5156901e+000,4.9295003e-001,-1.0742454e+000,-1.3551705e+000,-9.1584294e-001,-3.3133537e-001,-3.0119900e-001,-5.5068170e-001,-2.1266357e+000
1.6591472e-001,-3.0752897e-001,2.4722518e-001,3.0774363e-001,-5.7992060e-002,1.3320259e+000,2.2686294e-001,-1.4552218e+000,-1.3681458e+000,-1.0188972e+000,5.3696950e-001,1.4682445e+000,-1.8745273e-001,9.8589199e-002,-6.1343746e-002,1.4273626e+000,-9.1247954e-001,1.3903320e+000,1.8563994e+000,4.4676905e-001,5.9242267e-001,-1.3186844e+000,9.7245526e-002,-1.6454466e+000,5.1569707e-001,1.0752998e+000
